ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-3597189,Source1,2,2017-04-05 15:16:15,2017-04-05 21:16:15,28.53863,-81.45826,28.53745,-81.45826,0.0819999999999999,At CR-526/Old Winter Garden Rd - Accident., S Kirkman Rd,Orlando,Orange,FL,32835,US,US/Eastern,KORL,2017-04-05 14:53:00,91.9,,44.0,29.92,10.0,South,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-828835,Source2,2,2021-11-08 18:35:35,2021-11-08 19:50:27,35.22751599999999,-80.831535,,,0.0,Accident on 10th St at Davidson St.,E 10th St,Charlotte,Mecklenburg,NC,28202,US,US/Eastern,KCLT,2021-11-08 18:52:00,50.0,50.0,66.0,29.44,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-6608543,Source1,2,2020-10-02 02:21:48,2020-10-02 04:02:20,27.968081,-82.775295,27.968077,-82.774873,0.026,Incident on DREW ST near N HIGHLAND AVE Drive with caution., N Highland Ave,Clearwater,Pinellas,FL,33755-6039,US,US/Eastern,KPIE,2020-10-02 01:53:00,73.0,73.0,76.0,29.97,10.0,NNE,6.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-3777991,Source1,2,2022-04-06 20:50:00,2022-04-06 23:02:07,40.849795,-76.81855999999998,40.853442,-76.813642,0.36,Incident on US-11 NB near PA-61 Expect long delays., N Susquehanna Trl,Shamokin Dam,Snyder,PA,17876-9117,US,US/Eastern,KSEG,2022-04-06 20:53:00,54.0,54.0,80.0,29.33,10.0,SE,9.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-2318375,Source2,3,2019-01-04 06:38:00,2019-01-04 07:07:41,31.419321000000004,-87.005775,,,15.520000457763672,Accident on I-65 Northbound between Exit 83 CR-6 and Exit 93 US-84.,I-65 S,Evergreen,Conecuh,AL,36401,US,US/Central,KGZH,2019-01-04 06:32:00,62.1,,86.0,29.79,10.0,WSW,6.9,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-5933828,Source1,2,2021-08-29 14:36:00,2021-08-30 15:26:28,34.265347,-111.195167,34.267610999999995,-111.189475,0.361,Construction on AZ-260 EB near FS ROAD 405 Road closed. Take alternate route., E AZ Highway 260,Payson,Gila,AZ,85541,US,US/Mountain,KPAN,2021-08-29 14:35:00,88.0,88.0,31.0,24.89,10.0,SW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5932288,Source1,2,2021-04-02 21:10:43,2021-04-02 22:31:55,40.836088,-74.124638,40.838397,-74.12520699999997,0.162,Incident on NJ-21 NB near BROOK AVE Expect long delays.,NJ-21 N,Clifton,Passaic,NJ,07014,US,US/Eastern,KTEB,2021-04-02 20:51:00,37.0,29.0,33.0,30.25,10.0,NNW,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-5154862,Source1,2,2022-07-14 15:09:04.000000000,2022-07-14 17:29:41.000000000,44.392296,-123.061512,44.388846,-123.061476,0.238,A crash has occurred use caution. Ramps Affected.,I-5 S,Halsey,Linn,OR,97348,US,US/Pacific,KCVO,2022-07-14 14:56:00,81.0,81.0,44.0,29.71,10.0,WNW,8.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-648916,Source2,2,2022-04-15 10:54:52,2022-04-15 11:39:33,29.747940000000003,-95.351784,,,0.0,Crash on Live Oak St at Lamar St.,Lamar St,Houston,Harris,TX,77003-3611,US,US/Central,KMCJ,2022-04-15 10:53:00,76.0,76.0,85.0,29.9,10.0,SSE,12.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1516484,Source2,2,2020-03-06 17:04:35,2020-03-06 18:04:02,34.54985,-82.766327,,,0.0,Lane blocked due to accident on Centerville Rd at Whitney Way.,Centerville Rd,Anderson,Anderson,SC,29625-6203,US,US/Eastern,KAND,2020-03-06 16:56:00,50.0,50.0,36.0,29.3,10.0,NNW,23.0,0.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5107646,Source1,2,2022-05-31 16:19:51.000000000,2022-05-31 16:44:01.000000000,25.907345,-80.235845,25.908493,-80.234454,0.117,Accident on Rutland St from NW 155th Ln to FL-9., NW 22nd Ave,Opa Locka,Miami-Dade,FL,33054-3714,US,US/Eastern,KOPF,2022-05-31 15:53:00,83.0,83.0,65.0,29.98,10.0,ESE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1532315,Source2,3,2020-03-17 07:43:34,2020-03-17 09:02:27,32.280666,-90.213074,,,0.0,Left lane blocked and left hand shoulder blocked due to accident on I-20 Eastbound at Terry Rd.,I-20 E,Jackson,Hinds,MS,39204,US,US/Central,KHKS,2020-03-17 08:03:00,63.0,63.0,87.0,29.83,8.0,NW,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1137646,Source2,2,2021-02-26 05:02:40,2021-02-26 06:00:44,34.011871,-81.366295,,,0.0,Accident on Sandlapper Way at Grand Palm Cir.,Breezes Dr,Lexington,Lexington,SC,29072-6977,US,US/Eastern,KCAE,2021-02-26 05:03:00,52.0,52.0,86.0,29.89,10.0,E,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Night
A-5780800,Source1,2,2021-11-20 17:06:30,2021-11-20 17:28:30,45.022226,-92.980826,45.018518,-92.987364,0.409,Slow traffic on Officer Richard Crittenden Senior Memorial Hwy - MN-36 W - MN-36 from Hadley Ave (MN-36) to McKnight Rd (MN-36) due to accident., State Highway 36,Saint Paul,Washington,MN,55128,US,US/Central,K21D,2021-11-20 17:15:00,32.0,32.0,69.0,29.16,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-4649549,Source1,2,2022-07-07 06:32:00,2022-07-07 09:29:00,36.033777,-86.64198,36.051612,-86.669622,1.976,Slow traffic on I-24 W from TN-171/Old Hickory Blvd/Exit 62 (I-24) to Haywood Ln/Exit 57 (I-24) due to accident.,I-24 W,Antioch,Davidson,TN,37013,US,US/Central,KBNA,2022-07-07 06:53:00,78.0,78.0,84.0,29.35,10.0,S,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-510543,Source2,2,2017-07-25 19:09:08,2017-07-25 19:38:47,32.776039000000004,-96.511497,,,0.0,#1 lane blocked due to accident on US-80 Eastbound at Lawson Rd.,US-80 E,Sunnyvale,Kaufman,TX,75182,US,US/Central,KHQZ,2017-07-25 18:50:00,91.4,,49.0,30.01,10.0,SSE,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-198537,Source2,3,2017-01-02 14:27:58,2017-01-02 15:12:39,40.82236500000001,-73.887215,,,0.01,One lane blocked due to accident on I-278 Bruckner Expy Westbound at Exits 49 50 I-895 Sheridan Expy.,Sheridan Expy N,Bronx,Bronx,NY,10459,US,US/Eastern,KLGA,2017-01-02 14:51:00,41.0,33.9,86.0,30.41,6.0,NE,12.7,0.03,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4694117,Source1,2,2022-01-03 09:21:30,2022-01-03 11:37:30,27.707173,-82.679148,27.720846,-82.678087,0.947,Stationary traffic on I-275 N from Toll Plaza Southbound (I-275) to US-19/FL-682/4WD Road/Exit 4 (I-275) due to accident.,I-275 N,Saint Petersburg,Pinellas,FL,33711,US,US/Eastern,KSPG,2022-01-03 08:53:00,63.0,63.0,65.0,30.11,10.0,NNW,14.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5733613,Source1,2,2021-10-21 16:01:30.000000000,2021-10-21 18:02:01.000000000,34.080193,-118.227333,34.086946999999995,-118.233507,0.585,Slow traffic from CA-110/Pasadena Fwy (I-5 &amp; CA-110 Conn) to I-5/Golden Hwy (I-5 &amp; CA-110 Conn) due to accident.,Arroyo Seco Pkwy,Los Angeles,Los Angeles,CA,90012,US,US/Pacific,KCQT,2021-10-21 15:52:00,71.0,71.0,45.0,29.84,10.0,WSW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4929507,Source1,2,2022-12-08 15:46:00.000000000,2022-12-08 23:02:04.000000000,30.278627,-97.759542,30.279989,-97.758642,0.108,Incident on EASON ST near W 10TH ST Drive with caution., W 10th St,Austin,Travis,TX,78703-4818,US,US/Central,KATT,2022-12-08 15:51:00,79.0,,60.0,29.38,10.0,,,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6590487,Source1,2,2020-10-07 22:19:02,2020-10-08 01:11:25,40.791774,-74.085992,40.759104,-74.116072,2.752,Incident on NEW JERSEY TPKE SB near I-280 Right shoulder closed.,New Jersey Tpke S,East Rutherford,Bergen,NJ,07073,US,US/Eastern,KTEB,2020-10-07 21:51:00,61.0,61.0,56.0,29.74,10.0,NW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6576852,Source1,2,2020-12-23 19:52:04,2020-12-24 03:24:43,25.883468,-80.208535,25.893096,-80.209338,0.667,Slow traffic on I-95 N from FL-932/NW 8th Ave/103rd St/Exit 8B (I-95) to 125th St/Exit 10A (I-95) due to accident., NW 6th Ave,Miami,Miami-Dade,FL,33168,US,US/Eastern,KOPF,2020-12-23 19:53:00,70.0,70.0,73.0,30.12,10.0,E,7.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-2902807,Source2,2,2018-04-23 15:41:17,2018-04-23 16:50:00,34.521992,-82.725174,,,0.0,Accident on Whitehall Rd near Creamer Rd.,Whitehall Rd,Anderson,Anderson,SC,29625-5136,US,US/Eastern,KAND,2018-04-23 15:56:00,61.0,,83.0,30.01,10.0,ENE,17.3,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4723133,Source1,2,2022-03-01 12:22:07,2022-03-01 13:38:36,35.03051,-85.186644,35.029001,-85.187224,0.109,Incident on VANCE RD near AIRWAYS BLVD Drive with caution., Vance Rd,Chattanooga,Hamilton,TN,37421-2979,US,US/Eastern,KCHA,2022-03-01 11:53:00,58.0,58.0,27.0,29.46,10.0,SSE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1043332,Source2,2,2021-05-17 06:40:44,2021-05-17 07:26:29,34.164898,-118.382805,,,0.0,#1 lane blocked due to accident on CA-170 Southbound at Exits 6 6B Magnolia Blvd.,Magnolia Blvd,North Hollywood,Los Angeles,CA,91601,US,US/Pacific,KBUR,2021-05-17 06:53:00,58.0,58.0,70.0,29.19,10.0,S,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2550070,Source2,2,2018-10-29 07:29:15,2018-10-29 07:58:57,39.930676,-76.687607,,,0.6200000047683716,Accident on PA-74 Queen St between Center St and PA-74 Queen St.,S Queen St,York,York,PA,17402-4627,US,US/Eastern,KTHV,2018-10-29 07:53:00,48.9,,77.0,29.79,10.0,West,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-3263752,Source2,3,2017-10-24 08:11:19,2017-10-24 08:40:41,41.025585,-73.731339,,,1.870000004768372,Accident on I-287 Cross Westchester Expy Westbound between Exit 9S-N Hutchinson River Pkwy and Exit 9A I-684.,Cross Westchester Expy E,West Harrison,Westchester,NY,10604,US,US/Eastern,KHPN,2017-10-24 07:56:00,70.0,,84.0,29.86,4.0,South,15.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-36951,Source2,3,2016-05-02 09:28:55,2016-05-02 09:58:55,37.932716,-122.060333,,,0.01,Lane blocked due to accident on I-680 Southbound at Oak Rd.,I-680 S,Walnut Creek,Contra Costa,CA,94597,US,US/Pacific,KCCR,2016-05-02 09:53:00,63.0,,60.0,30.01,10.0,West,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-356570,Source2,2,2017-03-08 17:31:25,2017-03-08 18:08:00,28.777351,-81.297096,,,0.01,Accident on FL-417 Southbound after Exit 52 County Hwy-46A 25th St.,Seminole Expy S,Sanford,Seminole,FL,32773,US,US/Eastern,KSFB,2017-03-08 17:53:00,79.0,,44.0,30.2,10.0,West,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6145197,Source1,2,2021-10-13 14:01:34,2021-10-13 16:01:34,42.46896,-123.332482,42.477975,-123.35224,1.1840000000000002,A vehicle fire has occurred causing no to minimum delays. Use caution.,I-5 N,Grants Pass,Josephine,OR,97526,US,US/Pacific,KSXT,2021-10-13 13:56:00,45.0,45.0,68.0,26.16,10.0,VAR,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3595146,Source1,2,2017-04-19 16:24:40,2017-04-19 22:24:40,29.42309,-98.50165,29.41951,-98.50207,0.249,At Durango Blvd/Exit 155 - Accident.,I-10 E,San Antonio,Bexar,TX,78207,US,US/Central,KSKF,2017-04-19 16:03:00,80.6,,58.0,29.94,10.0,South,4.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4193680,Source1,4,2022-07-05 11:45:58,2022-07-05 13:55:24,39.884415,-75.107505,39.88483,-75.106685,0.052,NJ DOT - TOC South: Crash on US 130 northbound CR 634/Market St (Gloucester City) All lanes closed delays due to an incident, Crescent Blvd,Gloucester City,Camden,NJ,08030,US,US/Eastern,KPHL,2022-07-05 11:54:00,87.0,87.0,48.0,30.02,10.0,SSW,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1858597,Source2,2,2019-10-02 06:34:33,2019-10-02 08:34:18,35.83524699999999,-78.336479,,,0.0,Accident on US-264 Westbound at Green Pace Rd.,US-264 W,Zebulon,Wake,NC,27597,US,US/Eastern,KLHZ,2019-10-02 06:40:00,68.0,68.0,94.0,29.66,7.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-2769331,Source2,3,2018-06-19 06:56:06,2018-06-19 07:25:31,40.025295,-75.228973,,,0.0,Lane blocked due to accident on I-76 Eastbound near Exit 338 Belmont Ave.,I-76 E,Bala Cynwyd,Montgomery,PA,19004,US,US/Eastern,KLOM,2018-06-19 06:55:00,73.4,,94.0,29.83,10.0,WNW,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2064138,Source2,2,2019-06-21 07:59:59,2019-06-21 08:59:16,42.487476,-83.2351,,,0.0,Right hand shoulder blocked due to accident on I-696 Westbound at Evergreen Rd.,I-696 W,Southfield,Oakland,MI,48076,US,US/Eastern,KVLL,2019-06-21 07:55:00,60.0,60.0,70.0,29.17,10.0,WNW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5842372,Source1,2,2021-07-26 06:29:19,2021-07-26 08:29:19,45.612857,-122.001906,45.612963,-122.001128,0.038,An unconfirmed report of hazardous debris has been received. Use caution.,I-84 E,Cascade Locks,Multnomah,OR,97014,US,US/Pacific,KCZK,2021-07-26 06:53:00,60.0,60.0,80.0,29.96,10.0,W,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-322,Source2,2,2016-02-22 10:09:01,2016-02-22 10:39:01,39.81963,-84.198273,,,0.01,Accident on Dixie Dr at Needmore Rd. Expect delays.,N Dixie Dr,Dayton,Montgomery,OH,45414-4012,US,US/Eastern,KDAY,2016-02-22 09:56:00,36.0,29.6,82.0,30.18,10.0,NE,8.1,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4946122,Source1,2,2022-04-30 20:16:24,2022-04-30 22:20:17,42.43384480456145,-123.173550366768,42.437924804561455,-123.287390366768,5.812,An unconfirmed report of a disabled vehicle creating a hazard has been received. Use caution.,I-5 N,Rogue River,Jackson,OR,97537,US,US/Pacific,KMFR,2022-04-30 19:53:00,54.0,54.0,51.0,28.62,10.0,NW,10.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-4157775,Source1,2,2022-02-24 07:53:00.000000000,2022-02-24 09:33:39.000000000,30.431525,-91.081164,30.431704,-91.079688,0.089,Incident on OLD HAMMOND HWY near AIRLINE HWY Drive with caution., Old Hammond Hwy,Baton Rouge,East Baton Rouge,LA,70809-1420,US,US/Central,KBTR,2022-02-24 07:53:00,62.0,62.0,75.0,30.04,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1458894,Source2,3,2020-05-01 10:00:03,2020-05-01 10:59:46,42.332565,-71.67887900000002,,,0.0,Accident on I-290 Eastbound at Exit 24 Church St.,I-290 W,Northborough,Worcester,MA,01532,US,US/Eastern,KORH,2020-05-01 09:59:00,53.0,53.0,96.0,28.64,3.0,ESE,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5950202,Source1,2,2021-08-23 16:04:00,2021-08-23 18:15:00,33.63901019080334,-84.37816500623522,33.62702019080334,-84.4190650062352,2.494,Incident on I-285 WB near I-75 Road closed. Take alternate route.,I-285,Atlanta,Clayton,GA,30354,US,US/Eastern,KATL,2021-08-23 15:52:00,89.0,89.0,52.0,28.89,10.0,N,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5285217,Source1,2,2023-01-27 15:07:00,2023-01-27 16:27:33,38.942553,-119.952842,38.943356,-119.951021,0.112,Incident on WILLOW AVE near HOUSE 3686 Drive with caution., Willow Ave,South Lake Tahoe,El Dorado,CA,96150-8344,US,US/Pacific,KTVL,2023-01-27 14:53:00,45.0,42.0,24.0,23.85,10.0,SSW,6.0,0.0,Fair,False,False,True,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-1768297,Source2,2,2019-10-21 07:53:18,2019-10-21 08:53:23,33.635334,-111.84481,,,0.0,Accident on Mcdowell Mountain Ranch Rd at Rosemary Ln.,N McDowell Mountain Ranch Rd,Scottsdale,Maricopa,AZ,85255-9000,US,US/Mountain,KSDL,2019-10-21 07:53:00,55.0,55.0,40.0,28.34,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-801553,Source2,2,2021-11-29 07:09:14,2021-11-29 07:54:44,35.223156,-80.724915,,,0.0,Accident on NC-24 Wt Harris Blvd at Hickory Grove Rd.,Hickory Grove Rd,Charlotte,Mecklenburg,NC,28215,US,US/Eastern,KJQF,2021-11-29 06:50:00,39.0,33.0,49.0,29.3,10.0,N,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-3833238,Source1,2,2022-06-28 15:20:35,2022-06-28 18:59:26,40.746385,-73.969471,40.755595,-73.96116500000002,0.7709999999999999,Slow traffic on FDR Dr N from I-495/Tunnel Exit St/Queens Midtown Tunnel (FDR Dr) to 53rd St/Exit 11 (FDR Dr) due to accident.,FDR Dr N,New York,New York,NY,10016,US,US/Eastern,KNYC,2022-06-28 14:51:00,77.0,77.0,37.0,30.06,10.0,N,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4411610,Source1,2,2022-05-30 16:08:11,2022-05-30 17:49:57,35.72284600000001,-78.851119,35.722758,-78.852132,0.057,Incident on JAMES ST near S HUGHES ST Expect delays., S Hughes St,Apex,Wake,NC,27502-2120,US,US/Eastern,KTTA,2022-05-30 16:15:00,87.0,87.0,43.0,29.82,10.0,NNE,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-6335589,Source1,2,2021-10-20 23:56:30,2021-10-21 00:10:00,32.714132,-113.818665,32.709384,-113.850052,1.854,Slow traffic on I-8 W from Ave 52E/Exit 54 (I-8) to Avenue 40/Exit 42 (I-8) due to accident.,I-8 W,Roll,Yuma,AZ,85347,US,US/Mountain,KNYL,2021-10-20 23:57:00,70.0,70.0,31.0,29.81,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4170095,Source1,2,2022-10-08 15:10:00,2022-10-08 16:26:57,39.149683,-120.898633,39.150735,-120.896356,0.142,Incident on I-80 EB near SECRET TOWN RD Expect delays.,I-80,Colfax,Placer,CA,95713,US,US/Pacific,KGOO,2022-10-08 15:15:00,84.0,84.0,16.0,26.83,10.0,WNW,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4998597,Source1,2,2022-10-06 06:58:32,2022-10-06 08:40:05,40.72875,-74.104093,40.729956,-74.108062,0.224,Incident on US-1 near US-1 Drive with caution., Lincoln Hwy,Kearny,Hudson,NJ,07032-4623,US,US/Eastern,KEWR,2022-10-06 06:51:00,53.0,53.0,83.0,29.94,10.0,WNW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-6651376,Source1,2,2020-11-15 18:33:00,2020-11-15 21:28:14,27.263052,-82.47389,27.263694,-82.473686,0.046,Incident on SAWYER LOOP RD near NORTHRIDGE RD Drive with caution., Sawyer Loop Rd,Sarasota,Sarasota,FL,34238-2773,US,US/Eastern,KSRQ,2020-11-15 18:53:00,78.0,78.0,87.0,30.0,10.0,NW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-1546711,Source2,3,2020-04-06 20:44:42,2020-04-06 21:14:15,40.437271,-75.424599,,,0.0,Right lane blocked due to accident on I-476 Northbound at Exit 44 PA-663 John Fries Hwy.,I-476 N,Quakertown,Bucks,PA,18951,US,US/Eastern,KUKT,2020-04-06 20:40:00,52.0,52.0,38.0,29.43,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-1566028,Source2,2,2020-04-26 18:09:24,2020-04-26 18:52:54,35.506348,-97.576508,,,0.0,Accident on I-44 Northbound at Exit 123A Grand Blvd.,I-44 W,Oklahoma City,Oklahoma,OK,73112,US,US/Central,KPWA,2020-04-26 17:53:00,78.0,78.0,31.0,28.65,10.0,SSE,16.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2210497,Source2,3,2019-03-09 10:23:29,2019-03-09 11:08:12,41.056328,-73.835297,,,0.0,Accident on I-87 Southbound at Exits 8 8A I-287 Cross Westchester Expy.,I-87 S,Irvington,Westchester,NY,10533,US,US/Eastern,KHPN,2019-03-09 09:56:00,37.0,32.4,50.0,30.32,10.0,NW,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6452434,Source1,2,2021-01-19 01:31:00,2021-01-19 02:31:00,35.896572,-78.505434,35.8961,-78.506671,0.077,Near Wake Forest / Heading South. One lane is closed near Forestiville Road.,Louisburg Rd,Wake Forest,Wake,NC,27587,US,US/Eastern,KLHZ,2021-01-19 01:35:00,32.0,32.0,69.0,29.81,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3093901,Source2,2,2018-01-29 11:18:07,2018-01-29 11:47:55,35.442272,-119.456497,,,0.0,Accident on 7th Standard Rd at I-5.,7th Standard Rd,Buttonwillow,Kern,CA,93206,US,US/Pacific,KBFL,2018-01-29 10:54:00,54.0,,66.0,30.29,4.0,Calm,,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5515677,Source1,2,2021-12-03 17:02:00,2021-12-03 17:29:00,47.523678,-122.721088,47.524533,-122.707315,0.645,Stationary traffic on WA-3 from Sunnyslope Rd (WA-3) to WA-16 (WA-3) due to accident., State Highway 3 SW,Bremerton,Kitsap,WA,98312-4960,US,US/Pacific,KPWT,2021-12-03 16:56:00,39.0,33.0,79.0,29.68,10.0,NE,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-3560884,Source1,2,2017-02-06 12:56:20,2017-02-06 18:56:20,35.28015,-80.89684,35.280432,-80.897359,0.035,At Oakdale Rd - Accident., Brookshire Blvd,Charlotte,Mecklenburg,NC,28216-3379,US,US/Eastern,KCLT,2017-02-06 12:52:00,64.0,,31.0,30.18,10.0,South,11.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5038841,Source1,2,2022-11-13 15:29:41,2022-11-13 16:44:41,32.808914,-96.777417,32.809583,-96.778194,0.065,Incident on BENNETT AVE near MONARCH ST Drive with caution., Bennett Ave,Dallas,Dallas,TX,75206-7513,US,US/Central,KDAL,2022-11-13 15:53:00,52.0,52.0,37.0,29.63,10.0,ESE,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-4057465,Source1,2,2022-02-13 14:39:00,2022-02-13 15:32:00,33.927301,-118.26216200000002,33.918744000000004,-118.196342,3.82,Slow traffic on I-105 E - Glenn Anderson Fwy E from I-110 (I-105) to I-710/Garfield Ave (I-105) due to accident.,Glenn Anderson Fwy E,Los Angeles,Los Angeles,CA,90059,US,US/Pacific,KHHR,2022-02-13 14:53:00,81.0,81.0,14.0,30.05,10.0,W,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2905931,Source2,2,2018-04-24 16:14:08,2018-04-24 16:43:52,45.130253,-93.390793,,,0.0,Accident on MN-610 Eastbound at US-169.,MN-610 W,Minneapolis,Hennepin,MN,55445,US,US/Central,KMIC,2018-04-24 15:53:00,57.0,,44.0,30.19,10.0,North,18.4,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2548211,Source2,2,2018-10-27 14:02:16,2018-10-27 14:47:05,35.356068,-80.756546,,,0.0,Accident on Mallard Creek Rd at Johnston Oehler Rd.,Mallard Creek Rd,Charlotte,Mecklenburg,NC,28262-4401,US,US/Eastern,KJQF,2018-10-27 13:50:00,57.2,,82.0,29.75,7.0,SW,10.4,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
